MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
13.25       66.71       0.953       0.1554      1.533       88.08       22.02       0.007904    0.755       0.04665     0.8354      1           
0.6065      46.23       0.9771      0.3498      1.631       75.03       18.76       0.005485    0.682       0.7057      0.7526      1           
0.1662      74.57       0.9637      0.4318      2.047       35.91       8.977       0.008817    0.7887      1.344       0.6658      1           
2.965       69.34       0.9613      0.1328      1.681       34.62       8.656       0.00386     0.6237      0.6184      0.3372      1           
5.808       50.55       0.9953      0.3019      2.021       57.77       14.44       0.005689    0.7968      0.5431      0.7396      1           
0.6747      36.42       0.9779      0.1463      2.027       25.75       6.438       0.008844    0.6209      0.3171      0.9917      1           
12.39       52.37       0.9629      0.3048      1.384       57.97       14.49       0.0102      0.726       0.5007      0.946       1           
0.8051      57.91       0.9684      0.1565      2.07        53.85       13.46       0.008179    0.6308      0.0128      0.0384      1           
1.009       72.42       0.9537      0.2867      1.521       88.28       22.07       0.01002     0.6306      1.501       0.1038      1           
6.53        59.85       0.962       0.4496      1.631       71.78       17.95       0.01005     0.6738      1.105       0.7134      1           
0.04074     37.91       0.9901      0.1478      2.125       44.83       11.21       0.009537    0.6913      1.153       0.9424      1           
13.75       66.13       0.9933      0.3045      1.75        80.85       20.21       0.0082      0.8028      0.3291      1.038       1           
0.6696      38.03       0.9573      0.1138      1.339       21.59       5.398       0.007144    0.6306      1.098       0.3542      1           
0.3527      49.61       0.9822      0.2801      1.732       35.47       8.868       0.003931    0.6431      0.8911      0.5052      1           
7.465       71.02       0.9997      0.1477      1.717       39.36       9.84        0.008391    0.7376      0.1573      0.5437      1           
1.162       60.32       0.9615      0.1914      1.543       27.13       6.782       0.00602     0.7154      0.9868      0.2335      1           
2.875       66.38       0.9955      0.1646      1.772       28.22       7.055       0.01087     0.7436      0.4384      0.3442      1           
7.797       51.16       0.9789      0.2166      1.663       59.51       14.88       0.01078     0.673       0.1178      0.8856      1           
1.649       63.81       0.9638      0.2045      1.419       25.62       6.404       0.008162    0.648       1.548       0.8487      1           
4.584       53.02       0.9717      0.451       1.378       51.08       12.77       0.00813     0.6818      0.5992      0.7095      1           
12.44       64.34       0.975       0.3201      1.355       48.28       12.07       0.005675    0.7424      0.2467      0.9329      1           
0.8386      74.81       0.9845      0.1726      1.309       82.83       20.71       0.009717    0.7021      1.5         0.2569      1           
1.036       45.85       0.9998      0.4998      2.102       44.31       11.08       0.01042     0.785       0.9643      0.5092      1           
1.938       56.66       0.9695      0.3979      1.72        73.74       18.44       0.00357     0.6267      0.5883      0.2019      1           
7.853       55.9        0.9762      0.1653      1.315       68.23       17.06       0.00849     0.7129      0.1061      0.6268      1           
4.625       71.49       0.992       0.2042      2.046       65.81       16.45       0.008196    0.6423      0.8683      0.7224      1           
0.9928      42.33       0.9658      0.2431      1.281       58.55       14.64       0.005429    0.6494      0.4534      0.1462      1           
0.282       67.95       0.9984      0.4595      1.392       41.15       10.29       0.007237    0.8217      0.2938      0.3078      1           
10.62       52.8        0.9823      0.1032      1.433       82.13       20.53       0.008217    0.7679      0.5493      0.9527      1           
0.4778      33.62       0.9655      0.446       1.518       85.86       21.47       0.003073    0.8327      1.284       0.9088      1           
2.483       48.36       0.9694      0.1822      1.771       54.85       13.71       0.005891    0.6559      0.02634     0.9068      1           
2.104       42.77       0.9959      0.3153      1.512       77.34       19.33       0.009275    0.6469      1.273       0.9516      1           
5.016       67.98       0.9679      0.1575      1.346       31.5        7.875       0.01086     0.8155      0.8293      0.7967      1           
0.5795      39.05       0.9566      0.462       2.184       45.62       11.4        0.009812    0.7474      0.5056      0.8105      1           
0.2034      48.69       0.9848      0.3117      1.359       85.18       21.29       0.009436    0.7565      0.1009      0.9578      1           
0.9805      42.26       0.9685      0.2155      1.552       34.93       8.734       0.01075     0.7634      0.5578      0.9613      1           
1.15        48.99       0.9676      0.24        1.677       84.89       21.22       0.009973    0.8258      1.583       0.6005      1           
3.869       49.9        0.9521      0.3848      1.569       47.43       11.86       0.005789    0.7432      0.05181     0.3895      1           
3.448       48.02       0.9627      0.4334      1.629       66.32       16.58       0.007238    0.7049      0.9335      0.5044      1           
6.755       55.77       0.9681      0.1279      1.85        47.12       11.78       0.006189    0.6744      0.5906      0.5672      1           
2.552       44.41       0.9991      0.3389      1.279       52.98       13.25       0.009685    0.6709      0.4801      0.6539      1           
2.221       58.8        0.9624      0.2649      1.31        79.22       19.8        0.007916    0.8209      1.584       0.295       1           
6.77        61.87       0.9771      0.2456      1.669       80.41       20.1        0.005837    0.762       0.5634      0.373       1           
0.04342     68.98       0.9743      0.3964      1.367       26.65       6.664       0.01068     0.7228      1.104       0.07941     1           
3.593       51.84       0.9932      0.3344      1.27        84.82       21.21       0.008722    0.6685      1.429       1.035       1           
